APS,ABPS,SUBARP,MISS_MAC,Devi,TCP_Rate,ARP Spoofing,IP Spoofing,TAGS
57.0,1.0,1,1, 2, 2.1818181818181817,0,1,IP_SPOOFING
29.0,0.0,1,1, 2, 0.0,0,1,IP_SPOOFING
6.0,0.0,0,0, 0, 0.7272727272727273,0,1,IP_SPOOFING
3.0,0.0,-1,0, 0, 0.7272727272727273,0,1,IP_SPOOFING
5.0,0.0,-1,0, 0, 0.0,0,1,IP_SPOOFING
5.0,0.0,-1,0, 101, 41.45454545454545,0,1,IP_SPOOFING
8.0,1.0,0,0, 101, 0.0,0,1,IP_SPOOFING
6.0,36.0,0,0, 0, 0.7272727272727273,0,1,IP_SPOOFING
8.0,172.0,0,0, 0, 0.7272727272727273,0,1,IP_SPOOFING
55.0,211.0,1,1, 0, 0.0,0,1,IP_SPOOFING
120.0,174.0,0,0, 0, 0.7272727272727273,0,1,IP_SPOOFING
136.0,194.0,0,0, 0, 66.18181818181819,0,1,IP_SPOOFING
94.0,213.0,0,0, 1, 61.45454545454545,0,1,IP_SPOOFING
68.0,144.0,0,0, 2, 60.0,0,1,IP_SPOOFING
54.0,152.0,0,0, 2, 60.36363636363637,0,1,IP_SPOOFING
54.0,163.0,0,0, 2, 61.09090909090909,0,1,IP_SPOOFING
46.0,175.0,0,0, 3, 60.0,0,1,IP_SPOOFING
56.0,48.0,0,0, 3, 61.09090909090909,0,1,IP_SPOOFING
64.0,0.0,0,0, 3, 60.36363636363637,0,1,IP_SPOOFING
50.0,0.0,0,0, 3, 59.63636363636363,0,1,IP_SPOOFING
22.0,0.0,0,0, 3, 61.09090909090909,0,1,IP_SPOOFING
6.0,0.0,0,0, 3, 60.36363636363637,0,1,IP_SPOOFING
12.0,0.0,0,0, 3, 60.36363636363637,0,1,IP_SPOOFING
8.0,0.0,0,0, 3, 61.81818181818182,0,1,IP_SPOOFING
6.0,0.0,0,0, 3, 59.63636363636363,0,1,IP_SPOOFING
4.0,0.0,0,0, 3, 61.09090909090909,0,1,IP_SPOOFING
6.0,97.0,0,0, 3, 60.36363636363637,0,1,IP_SPOOFING
13.0,165.0,1,1, 3, 60.36363636363637,0,1,IP_SPOOFING
67.0,190.0,1,1, 3, 61.81818181818182,0,1,IP_SPOOFING
129.0,196.0,1,1, 3, 59.63636363636363,0,1,IP_SPOOFING
146.0,198.0,0,0, 3, 61.81818181818182,0,1,IP_SPOOFING
93.0,180.0,1,1, 3, 62.54545454545455,0,1,IP_SPOOFING
43.0,170.0,1,1, 4, 76.0,0,1,IP_SPOOFING
34.0,178.0,2,1, 5, 61.45454545454545,0,1,IP_SPOOFING
55.0,195.0,1,1, 7, 60.36363636363637,0,1,IP_SPOOFING
65.0,146.0,1,1, 7, 61.09090909090909,0,1,IP_SPOOFING
85.0,1.0,1,1, 7, 60.36363636363637,0,1,IP_SPOOFING
69.0,0.0,1,1, 7, 59.63636363636363,0,1,IP_SPOOFING
